Environment:
	Python: 3.9.7
	PyTorch: 1.10.0
	Torchvision: 0.11.1
	CUDA: 11.3
	CUDNN: 8200
	NumPy: 1.21.2
	PIL: 8.3.2
Args:
	algorithm: InterRMMMD
	checkpoint_freq: None
	data_dir: ./domainbed/data
	dataset: PACS
	gpu_id: 0
	holdout_fraction: 0.2
	hparams: None
	hparams_seed: 0
	hyper_bias: 1.0
	output_dir: ./domainbed/sweep-pacs_01_09_ours/db7faca7099c6b13ed8af1e152ee5ac5
	save_model_every_checkpoint: False
	seed: 856538498
	skip_model_save: False
	steps: None
	task: domain_adaptation
	test_envs: [1, 2]
	trial_seed: 0
	uda_holdout_fraction: 0.2
HParams:
	batch_size: 32
	bias: 2
	class_balanced: False
	data_augmentation: True
	int_lambda: 0.001
	int_reg: 0.01
	kl_lambda: 0.5
	lr: 5e-05
	mlp_depth: 4
	mlp_dropout: 0.1
	mlp_width: 512
	nonlinear_classifier: False
	prior_type: conditional
	resnet18: False
	resnet_dropout: 0.0
	target_lambda: 0.1
	weight_decay: 0.0
/home/mengyue/.conda/envs/mengyue/lib/python3.9/site-packages/torch/nn/functional.py:1806: UserWarning: nn.functional.sigmoid is deprecated. Use torch.sigmoid instead.
  warnings.warn("nn.functional.sigmoid is deprecated. Use torch.sigmoid instead.")
env0_in_acc   env0_out_acc  env0_uda_acc  env1_in_acc   env1_out_acc  env1_uda_acc  env2_in_acc   env2_out_acc  env3_in_acc   env3_out_acc  epoch         loss          mem_gb        nll           penalty       step          step_time    
0.9890176937  0.9339853301  0.7741935484  0.7653333333  0.7670940171  0.8787878788  0.9179104478  0.9101796407  0.9805979644  0.9426751592  119.40298507  0.6160299176  10.891741752  0.6160299176  0.6160299176  1000          0.2021866822 
0.9890176937  0.9217603912  0.7849462366  0.7733333333  0.7756410256  0.9393939394  0.9067164179  0.9131736527  0.9863231552  0.9363057325  131.34328358  0.5954900727  10.891741752  0.5954900727  0.5954900727  1100          0.1999693894 
0.9902379500  0.9119804401  0.8064516129  0.8320000000  0.8269230769  0.9090909091  0.9440298507  0.9371257485  0.9793256997  0.9286624204  143.28358208  0.5587919828  10.891741752  0.5587919828  0.5587919828  1200          0.2005636597 
0.9871873093  0.9144254279  0.7956989247  0.7760000000  0.7799145299  0.8636363636  0.9067164179  0.8982035928  0.9844147583  0.9375796178  155.22388059  0.5095824319  10.891741752  0.5095824319  0.5095824319  1300          0.1912568521 
0.9847467968  0.9144254279  0.7526881720  0.7226666667  0.7286324786  0.8939393939  0.8917910448  0.8922155689  0.9736005089  0.9337579618  167.16417910  0.5096584004  10.891741752  0.5096584004  0.5096584004  1400          0.2047644877 
0.9847467968  0.9168704156  0.7204301075  0.7120000000  0.7136752137  0.8939393939  0.9141791045  0.9101796407  0.9885496183  0.9363057325  179.10447761  0.4855026141  10.891741752  0.4855026141  0.4855026141  1500          0.1999724960 
0.9981696156  0.9266503667  0.7526881720  0.7653333333  0.7628205128  0.8939393939  0.9216417910  0.9161676647  0.9914122137  0.9439490446  191.04477611  0.4781504789  10.891741752  0.4781504789  0.4781504789  1600          0.2024530649 
0.9890176937  0.9266503667  0.7741935484  0.7600000000  0.7628205128  0.9242424242  0.8843283582  0.8922155689  0.9844147583  0.9388535032  202.98507462  0.4244128197  10.891741752  0.4244128197  0.4244128197  1700          0.2033586597 
0.9884075656  0.9144254279  0.7204301075  0.7520000000  0.7457264957  0.9242424242  0.8843283582  0.8922155689  0.9914122137  0.9503184713  214.92537313  0.4408328024  10.891741752  0.4408328024  0.4408328024  1800          0.2020982313 
0.9975594875  0.9364303178  0.7741935484  0.7893333333  0.7863247863  0.9090909091  0.9365671642  0.9311377246  0.9949109415  0.9388535032  226.86567164  0.4135512468  10.891741752  0.4135512468  0.4135512468  1900          0.1977648544 
0.9957291031  0.9511002445  0.8172043011  0.8693333333  0.8589743590  0.8787878788  0.9104477612  0.9041916168  0.9942748092  0.9477707006  238.80597014  0.3737980065  10.891741752  0.3737980065  0.3737980065  2000          0.1989211273 
0.9926784625  0.9315403423  0.6774193548  0.7786666667  0.7585470085  0.9393939394  0.9216417910  0.9251497006  0.9793256997  0.9312101911  250.74626865  0.3869790706  10.891741752  0.3869790706  0.3869790706  2100          0.1934101367 
0.9877974375  0.8973105134  0.7956989247  0.7946666667  0.7948717949  0.9393939394  0.9291044776  0.9311377246  0.9917302799  0.9464968153  262.68656716  0.3826328638  10.891741752  0.3826328638  0.3826328638  2200          0.1913464856 
0.9871873093  0.9046454768  0.7526881720  0.7893333333  0.7820512821  0.9090909091  0.9104477612  0.9101796407  0.9850508906  0.9375796178  274.62686567  0.3586077189  10.891741752  0.3586077189  0.3586077189  2300          0.1931709981 
0.9945088469  0.9217603912  0.7741935484  0.8186666667  0.8098290598  0.9242424242  0.9291044776  0.9281437126  0.9777353690  0.9235668790  286.56716417  0.3251766035  10.891741752  0.3251766035  0.3251766035  2400          0.1958211231 
0.9957291031  0.9315403423  0.8064516129  0.8613333333  0.8504273504  0.8484848485  0.9365671642  0.9191616766  0.9914122137  0.9515923567  298.50746268  0.3071574469  10.891741752  0.3071574469  0.3071574469  2500          0.1938996410 
0.9981696156  0.9413202934  0.7741935484  0.7973333333  0.7927350427  0.9393939394  0.9440298507  0.9431137725  0.9965012723  0.9477707006  310.44776119  0.2731890090  10.891741752  0.2731890090  0.2731890090  2600          0.1943102527 
0.9920683344  0.9046454768  0.7311827957  0.7280000000  0.7286324786  0.9242424242  0.9253731343  0.9251497006  0.9748727735  0.9324840764  322.38805970  0.2606558043  10.891741752  0.2606558043  0.2606558043  2700          0.1915435576 
0.9938987187  0.9242053790  0.6989247312  0.7333333333  0.7264957265  0.9090909091  0.9179104478  0.9161676647  0.9863231552  0.9299363057  334.32835820  0.2925660306  10.891741752  0.2925660306  0.2925660306  2800          0.2028539371 
0.9890176937  0.9144254279  0.8279569892  0.7840000000  0.7927350427  0.8636363636  0.9029850746  0.8952095808  0.9939567430  0.9388535032  346.26865671  0.2527524859  10.891741752  0.2527524859  0.2527524859  2900          0.1927417636 
0.9945088469  0.9266503667  0.8279569892  0.8240000000  0.8247863248  0.9393939394  0.9067164179  0.9131736527  0.9882315522  0.9375796178  358.20895522  0.2365968457  10.891741752  0.2365968457  0.2365968457  3000          0.1942916465 
0.9914582062  0.9144254279  0.7741935484  0.8266666667  0.8162393162  0.9393939394  0.9141791045  0.9191616766  0.9933206107  0.9388535032  370.14925373  0.2947230728  10.891741752  0.2947230728  0.2947230728  3100          0.1979427838 
0.9969493594  0.9266503667  0.8279569892  0.8480000000  0.8440170940  0.9090909091  0.9141791045  0.9131736527  0.9952290076  0.9528662420  382.08955223  0.2184899984  10.891741752  0.2184899984  0.2184899984  3200          0.1920272064 
0.9951189750  0.8997555012  0.8709677419  0.7973333333  0.8119658120  0.8939393939  0.8880597015  0.8892215569  0.9933206107  0.9452229299  394.02985074  0.1830914911  10.891741752  0.1830914911  0.1830914911  3300          0.1985059667 
0.9945088469  0.9193154034  0.7956989247  0.8160000000  0.8119658120  0.8939393939  0.9179104478  0.9131736527  0.9853689567  0.9235668790  405.97014925  0.1848431797  10.891741752  0.1848431797  0.1848431797  3400          0.1977506113 
0.9969493594  0.9388753056  0.8494623656  0.8053333333  0.8141025641  0.9242424242  0.9216417910  0.9221556886  0.9958651399  0.9566878981  417.91044776  0.1781915593  10.891741752  0.1781915593  0.1781915593  3500          0.1889761424 
0.9877974375  0.8948655257  0.8172043011  0.7520000000  0.7628205128  0.9090909091  0.8880597015  0.8922155689  0.9783715013  0.9171974522  429.85074626  0.1770562943  10.891741752  0.1770562943  0.1770562943  3600          0.2012258291 
0.9701037218  0.8508557457  0.8172043011  0.7546666667  0.7670940171  0.9242424242  0.8805970149  0.8892215569  0.9910941476  0.9490445860  441.79104477  0.2064739472  10.891741752  0.2064739472  0.2064739472  3700          0.1946811962 
0.9981696156  0.9364303178  0.8279569892  0.8240000000  0.8247863248  0.9242424242  0.9291044776  0.9281437126  0.9965012723  0.9477707006  453.73134328  0.1555644581  10.891741752  0.1555644581  0.1555644581  3800          0.1933306646 
0.9938987187  0.9242053790  0.8279569892  0.8346666667  0.8333333333  0.9090909091  0.9067164179  0.9071856287  0.9958651399  0.9439490446  465.67164179  0.1281141768  10.891741752  0.1281141768  0.1281141768  3900          0.1978668690 
0.9847467968  0.8850855746  0.8279569892  0.7066666667  0.7307692308  0.9242424242  0.8731343284  0.8832335329  0.9875954198  0.9388535032  477.61194029  0.1234648509  10.891741752  0.1234648509  0.1234648509  4000          0.1923484969 
0.9884075656  0.9095354523  0.6666666667  0.7893333333  0.7649572650  0.9242424242  0.9067164179  0.9101796407  0.9961832061  0.9350318471  489.55223880  0.1358731550  10.891741752  0.1358731550  0.1358731550  4100          0.1984728098 
0.9975594875  0.9437652812  0.7741935484  0.7973333333  0.7927350427  0.9242424242  0.9216417910  0.9221556886  0.9895038168  0.9388535032  501.49253731  0.1031149892  10.891741752  0.1031149892  0.1031149892  4200          0.2002787066 
0.9951189750  0.9144254279  0.8387096774  0.8053333333  0.8119658120  0.9242424242  0.9328358209  0.9311377246  0.9965012723  0.9452229299  513.43283582  0.0806579295  10.891741752  0.0806579295  0.0806579295  4300          0.1889864182 
0.9908480781  0.8973105134  0.8602150538  0.7493333333  0.7713675214  0.9090909091  0.8955223881  0.8982035928  0.9895038168  0.9324840764  525.37313432  0.0715433108  10.891741752  0.0715433108  0.0715433108  4400          0.2019396448 
0.9694935937  0.8801955990  0.7526881720  0.7733333333  0.7692307692  0.9545454545  0.9291044776  0.9341317365  0.9860050891  0.9324840764  537.31343283  0.0873864625  10.891741752  0.0873864625  0.0873864625  4500          0.1979000711 
0.9975594875  0.9119804401  0.7956989247  0.7946666667  0.7948717949  0.9090909091  0.9552238806  0.9461077844  0.9958651399  0.9554140127  549.25373134  0.0627495939  10.891741752  0.0627495939  0.0627495939  4600          0.1917796659 
0.9847467968  0.8753056235  0.8494623656  0.7893333333  0.8012820513  0.9393939394  0.9104477612  0.9161676647  0.9907760814  0.9337579618  561.19402985  0.0418908657  10.891741752  0.0418908657  0.0418908657  4700          0.2004868555 
0.9945088469  0.9070904645  0.7956989247  0.8240000000  0.8183760684  0.8636363636  0.9141791045  0.9041916168  0.9939567430  0.9426751592  573.13432835  0.0305538838  10.891741752  0.0305538838  0.0305538838  4800          0.1955764675 
0.9945088469  0.9022004890  0.7849462366  0.8186666667  0.8119658120  0.8939393939  0.8992537313  0.8982035928  0.9895038168  0.9197452229  585.07462686  0.0057082727  10.891741752  0.0057082727  0.0057082727  4900          0.1935288644 
0.9914582062  0.9046454768  0.7419354839  0.7546666667  0.7521367521  0.8939393939  0.9067164179  0.9041916168  0.9965012723  0.9464968153  597.01492537  0.0455411544  10.891741752  0.0455411544  0.0455411544  5000          0.1972818232 
